
-------------------
Convergence Report:
-------------------
"Bus.Node", "Error", "|V|","Vbase"
"m1026745.2"       ,    0.00006,  7.51092E+0003,  7.19956E+0003
"l3029183.2"       ,    0.00006,  7.51082E+0003,  7.19956E+0003
"l2710512.2"       ,    0.00006,  7.52729E+0003,  7.19956E+0003
"m1047828.2"       ,    0.00006,  7.52308E+0003,  7.19956E+0003
"m1047342.1"       ,    0.00005,  7.08245E+0003,  7.19956E+0003
"l3197645.1"       ,    0.00005,  7.08232E+0003,  7.19956E+0003
"m1069192.1"       ,    0.00005,  7.19826E+0003,  7.19956E+0003
"l3235253.1"       ,    0.00005,  7.19812E+0003,  7.19956E+0003
"l3214071.1"       ,    0.00005,  6.96048E+0003,  7.19956E+0003
"l3214071.2"       ,    0.00002,  7.15298E+0003,  7.19956E+0003
"l3214071.3"       ,    0.00001,  7.47123E+0003,  7.19956E+0003
"m1125952.1"       ,    0.00005,  6.95262E+0003,  7.19956E+0003
"m1125952.2"       ,    0.00002,  7.14895E+0003,  7.19956E+0003
"m1125952.3"       ,    0.00001,  7.47113E+0003,  7.19956E+0003
"m1027101.2"       ,    0.00006,  7.52406E+0003,  7.19956E+0003
"l2860480.2"       ,    0.00006,  7.52376E+0003,  7.19956E+0003
"l2710517.1"       ,    0.00010,  7.05837E+0003,  7.19956E+0003
"m1026646.1"       ,    0.00010,  7.05689E+0003,  7.19956E+0003
"m1069662.2"       ,    0.00005,  7.26312E+0003,  7.19956E+0003
"l2935547.2"       ,    0.00005,  7.26305E+0003,  7.19956E+0003
"m1026931.1"       ,    0.00010,  7.18250E+0003,  7.19956E+0003
"l3216336.1"       ,    0.00010,  7.18197E+0003,  7.19956E+0003
"l3142049.1"       ,    0.00006,  6.74795E+0003,  7.19956E+0003
"l3142049.2"       ,    0.00003,  7.05740E+0003,  7.19956E+0003
"l3142049.3"       ,    0.00001,  7.47189E+0003,  7.19956E+0003
"m1108493.1"       ,    0.00006,  6.73749E+0003,  7.19956E+0003
"m1108493.2"       ,    0.00003,  7.05278E+0003,  7.19956E+0003
"m1108493.3"       ,    0.00001,  7.47192E+0003,  7.19956E+0003
"m1069169.1"       ,    0.00005,  7.20355E+0003,  7.19956E+0003
"m1069169.2"       ,    0.00003,  7.32947E+0003,  7.19956E+0003
"m1069169.3"       ,    0.00001,  7.39578E+0003,  7.19956E+0003
"l3010556.1"       ,    0.00005,  7.19636E+0003,  7.19956E+0003
"l3010556.2"       ,    0.00003,  7.32071E+0003,  7.19956E+0003
"l3010556.3"       ,    0.00001,  7.39531E+0003,  7.19956E+0003
"l2991933.3"       ,    0.00001,  7.47801E+0003,  7.19956E+0003
"l3122837.3"       ,    0.00001,  7.47735E+0003,  7.19956E+0003
"l2691936.1"       ,    0.00010,  7.18142E+0003,  7.19956E+0003
"l2897772.1"       ,    0.00005,  7.03101E+0003,  7.19956E+0003
"l3101814.1"       ,    0.00005,  7.03101E+0003,  7.19956E+0003
"l2766732.2"       ,    0.00003,  7.14930E+0003,  7.19956E+0003
"l2989564.2"       ,    0.00005,  7.26343E+0003,  7.19956E+0003
"m1126016.1"       ,    0.00006,  6.69810E+0003,  7.19956E+0003
"l3120534.1"       ,    0.00006,  6.69773E+0003,  7.19956E+0003
"m1026330.2"       ,    0.00003,  7.03690E+0003,  7.19956E+0003
"l2766726.2"       ,    0.00003,  7.03685E+0003,  7.19956E+0003
"p901912.2"        ,    0.00006,  7.76726E+0003,  7.19956E+0003
"l3195365.2"       ,    0.00006,  7.76726E+0003,  7.19956E+0003
"m1108381.1"       ,    0.00005,  6.80617E+0003,  7.19956E+0003
"m1108381.2"       ,    0.00003,  7.06479E+0003,  7.19956E+0003
"m1108381.3"       ,    0.00001,  7.46553E+0003,  7.19956E+0003
"l3254237.1"       ,    0.00005,  6.80494E+0003,  7.19956E+0003
"l3254237.2"       ,    0.00003,  7.06399E+0003,  7.19956E+0003
"l3254237.3"       ,    0.00001,  7.46487E+0003,  7.19956E+0003
"l2804262.1"       ,    0.00010,  7.20180E+0003,  7.19956E+0003
"l2841639.1"       ,    0.00010,  7.19937E+0003,  7.19956E+0003
"n1230123.2"       ,    0.00003,  7.07151E+0003,  7.19956E+0003
"l2708744.2"       ,    0.00003,  7.06988E+0003,  7.19956E+0003
"m1069519.2"       ,    0.00005,  7.35113E+0003,  7.19956E+0003
"p901927.2"        ,    0.00005,  7.35111E+0003,  7.19956E+0003
"l2897790.3"       ,    0.00001,  7.58508E+0003,  7.19956E+0003
"l2935566.3"       ,    0.00001,  7.58495E+0003,  7.19956E+0003
"l3216337.1"       ,    0.00010,  7.18244E+0003,  7.19956E+0003
"p901931.3"        ,    0.00001,  7.58532E+0003,  7.19956E+0003
"m1069548.3"       ,    0.00001,  7.58530E+0003,  7.19956E+0003
"m1010013.1"       ,    0.00011,  7.00650E+0003,  7.19956E+0003
"l3120503.1"       ,    0.00011,  7.00645E+0003,  7.19956E+0003
"m1089145.1"       ,    0.00004,  6.98116E+0003,  7.19956E+0003
"m1089145.2"       ,    0.00002,  7.02870E+0003,  7.19956E+0003
"m1089145.3"       ,    0.00001,  7.32311E+0003,  7.19956E+0003
"l3215385.1"       ,    0.00004,  6.98108E+0003,  7.19956E+0003
"l3215385.2"       ,    0.00002,  7.02857E+0003,  7.19956E+0003
"l3215385.3"       ,    0.00001,  7.32304E+0003,  7.19956E+0003
"m1026854.2"       ,    0.00006,  7.77501E+0003,  7.19956E+0003
"m1026854.3"       ,    0.00001,  7.50758E+0003,  7.19956E+0003
"m1026852.1"       ,    0.00010,  7.19643E+0003,  7.19956E+0003
"m1026852.2"       ,    0.00006,  7.77006E+0003,  7.19956E+0003
"m1026852.3"       ,    0.00001,  7.50518E+0003,  7.19956E+0003
"m1069420.1"       ,    0.00010,  7.20379E+0003,  7.19956E+0003
"m1069420.2"       ,    0.00006,  7.64073E+0003,  7.19956E+0003
"m1069420.3"       ,    0.00001,  7.41069E+0003,  7.19956E+0003
"l3157708.3"       ,    0.00001,  7.49281E+0003,  7.19956E+0003
"n1137991.3"       ,    0.00001,  7.49280E+0003,  7.19956E+0003
"m1108413.1"       ,    0.00005,  6.81102E+0003,  7.19956E+0003
"m1108460.1"       ,    0.00005,  6.80852E+0003,  7.19956E+0003
"p827532.1"        ,    0.00005,  7.06011E+0003,  7.19956E+0003
"m1047326.1"       ,    0.00005,  7.06009E+0003,  7.19956E+0003
"e182732.1"        ,    0.00010,  7.15123E+0003,  7.19956E+0003
"e182732.2"        ,    0.00006,  7.77181E+0003,  7.19956E+0003
"e182732.3"        ,    0.00001,  7.42398E+0003,  7.19956E+0003
"m1026760.1"       ,    0.00010,  7.15038E+0003,  7.19956E+0003
"m1026760.2"       ,    0.00006,  7.77173E+0003,  7.19956E+0003
"m1026760.3"       ,    0.00001,  7.42349E+0003,  7.19956E+0003
"l3048205.3"       ,    0.00001,  7.33831E+0003,  7.19956E+0003
"m1108361.3"       ,    0.00001,  7.32522E+0003,  7.19956E+0003
"m3036169.1"       ,    0.00010,  7.06164E+0003,  7.19956E+0003
"l2673317.1"       ,    0.00010,  7.06155E+0003,  7.19956E+0003
"l3178981.2"       ,    0.00003,  7.20834E+0003,  7.19956E+0003
"m1047368.2"       ,    0.00003,  7.19632E+0003,  7.19956E+0003
"m1069519.1"       ,    0.00008,  6.92109E+0003,  7.19956E+0003
"m1069519.3"       ,    0.00001,  7.58078E+0003,  7.19956E+0003
"n1136354.1"       ,    0.00008,  6.91956E+0003,  7.19956E+0003
"n1136354.2"       ,    0.00005,  7.34755E+0003,  7.19956E+0003
"n1136354.3"       ,    0.00001,  7.58346E+0003,  7.19956E+0003
"l2879794.1"       ,    0.00004,  7.12029E+0003,  7.19956E+0003
"m1142811.1"       ,    0.00004,  7.12000E+0003,  7.19956E+0003
"m1069565.2"       ,    0.00005,  7.31036E+0003,  7.19956E+0003
"l2785536.2"       ,    0.00005,  7.31008E+0003,  7.19956E+0003
"l3104114.2"       ,    0.00006,  7.65397E+0003,  7.19956E+0003
"m1009824.2"       ,    0.00006,  7.65101E+0003,  7.19956E+0003
"l2745848.1"       ,    0.00010,  7.22022E+0003,  7.19956E+0003
"l2745848.2"       ,    0.00006,  7.69772E+0003,  7.19956E+0003
"l2745848.3"       ,    0.00001,  7.43177E+0003,  7.19956E+0003
"l2673308.1"       ,    0.00010,  7.21924E+0003,  7.19956E+0003
"l2673308.2"       ,    0.00006,  7.69455E+0003,  7.19956E+0003
"l2673308.3"       ,    0.00001,  7.43074E+0003,  7.19956E+0003
"l2991939.1"       ,    0.00010,  7.21738E+0003,  7.19956E+0003
"l2991939.2"       ,    0.00006,  7.68854E+0003,  7.19956E+0003
"l2991939.3"       ,    0.00001,  7.42863E+0003,  7.19956E+0003
"l2916606.3"       ,    0.00001,  7.35793E+0003,  7.19956E+0003
"l2822864.3"       ,    0.00001,  7.35783E+0003,  7.19956E+0003
"m1142851.1"       ,    0.00004,  7.10961E+0003,  7.19956E+0003
"m1142851.2"       ,    0.00002,  7.23121E+0003,  7.19956E+0003
"m1142851.3"       ,    0.00001,  7.47572E+0003,  7.19956E+0003
"196-31070.1"      ,    0.00004,  7.10757E+0003,  7.19956E+0003
"196-31070.2"      ,    0.00002,  7.23013E+0003,  7.19956E+0003
"196-31070.3"      ,    0.00001,  7.47561E+0003,  7.19956E+0003
"m1209822.3"       ,    0.00000,  7.45612E+0003,  7.19956E+0003
"m1209823.3"       ,    0.00000,  7.45289E+0003,  7.19956E+0003
"m1069550.2"       ,    0.00005,  7.31464E+0003,  7.19956E+0003
"m1069551.2"       ,    0.00005,  7.31427E+0003,  7.19956E+0003
"l3141397.2"       ,    0.00006,  7.55440E+0003,  7.19956E+0003
"l3649299.1"       ,    0.00010,  7.23464E+0003,  7.19956E+0003
"m3772794.1"       ,    0.00010,  7.23458E+0003,  7.19956E+0003
"p895106.2"        ,    0.00003,  7.11853E+0003,  7.19956E+0003
"l3048887.2"       ,    0.00003,  7.11809E+0003,  7.19956E+0003
"m1047824.2"       ,    0.00006,  7.52984E+0003,  7.19956E+0003
"m1047834.2"       ,    0.00006,  7.52564E+0003,  7.19956E+0003
"m1069350.1"       ,    0.00010,  7.20081E+0003,  7.19956E+0003
"m1069350.2"       ,    0.00006,  7.60916E+0003,  7.19956E+0003
"m1069350.3"       ,    0.00001,  7.38900E+0003,  7.19956E+0003
"n1144668.1"       ,    0.00010,  7.20108E+0003,  7.19956E+0003
"n1144668.2"       ,    0.00006,  7.60899E+0003,  7.19956E+0003
"n1144668.3"       ,    0.00001,  7.38813E+0003,  7.19956E+0003
"l2879072.2"       ,    0.00006,  7.56665E+0003,  7.19956E+0003
"m1047441.2"       ,    0.00006,  7.55295E+0003,  7.19956E+0003
"m1108274.2"       ,    0.00003,  7.38811E+0003,  7.19956E+0003
"m1108269.2"       ,    0.00003,  7.38800E+0003,  7.19956E+0003
"l3235244.1"       ,    0.00010,  7.19224E+0003,  7.19956E+0003
"m1069398.1"       ,    0.00010,  7.19185E+0003,  7.19956E+0003
"n1147862.1"       ,    0.00010,  7.13098E+0003,  7.19956E+0003
"l2685805.1"       ,    0.00010,  7.13082E+0003,  7.19956E+0003
"m1069247.1"       ,    0.00010,  7.20124E+0003,  7.19956E+0003
"m1069248.1"       ,    0.00010,  7.20098E+0003,  7.19956E+0003
"l2786273.2"       ,    0.00003,  7.38740E+0003,  7.19956E+0003
"m1108278.2"       ,    0.00003,  7.38687E+0003,  7.19956E+0003
"l3254238.1"       ,    0.00005,  7.02490E+0003,  7.19956E+0003
"l3254238.2"       ,    0.00003,  7.12512E+0003,  7.19956E+0003
"l3254238.3"       ,    0.00001,  7.37361E+0003,  7.19956E+0003
"m1047303.1"       ,    0.00005,  7.01974E+0003,  7.19956E+0003
"m1047303.2"       ,    0.00003,  7.11742E+0003,  7.19956E+0003
"m1047303.3"       ,    0.00001,  7.37206E+0003,  7.19956E+0003
"m1047633.3"       ,    0.00001,  7.52928E+0003,  7.19956E+0003
"l2897554.3"       ,    0.00001,  7.52873E+0003,  7.19956E+0003
"m1069627.2"       ,    0.00005,  7.26167E+0003,  7.19956E+0003
"l2897791.2"       ,    0.00005,  7.26019E+0003,  7.19956E+0003
"m1089097.2"       ,    0.00003,  7.39205E+0003,  7.19956E+0003
"m1108270.2"       ,    0.00003,  7.39108E+0003,  7.19956E+0003
"n1142101.1"       ,    0.00006,  6.75333E+0003,  7.19956E+0003
"l2936214.1"       ,    0.00006,  6.75326E+0003,  7.19956E+0003
"l3066810.3"       ,    0.00001,  7.41633E+0003,  7.19956E+0003
"l2897769.3"       ,    0.00001,  7.41529E+0003,  7.19956E+0003
"m1209758.2"       ,    0.00001,  7.38150E+0003,  7.19956E+0003
"m1209753.2"       ,    0.00001,  7.38102E+0003,  7.19956E+0003
"m1047528.1"       ,    0.00010,  7.31625E+0003,  7.19956E+0003
"m1047528.2"       ,    0.00006,  7.82313E+0003,  7.19956E+0003
"m1047528.3"       ,    0.00001,  7.54407E+0003,  7.19956E+0003
"l2858166.1"       ,    0.00010,  7.31572E+0003,  7.19956E+0003
"l2858166.2"       ,    0.00006,  7.82272E+0003,  7.19956E+0003
"l2858166.3"       ,    0.00001,  7.54390E+0003,  7.19956E+0003
"m1142843.1"       ,    0.00004,  7.12955E+0003,  7.19956E+0003
"m1142843.2"       ,    0.00002,  7.24182E+0003,  7.19956E+0003
"m1142843.3"       ,    0.00001,  7.47679E+0003,  7.19956E+0003
"l3081380.1"       ,    0.00004,  7.12902E+0003,  7.19956E+0003
"l3081380.2"       ,    0.00002,  7.23799E+0003,  7.19956E+0003
"l3081380.3"       ,    0.00001,  7.47388E+0003,  7.19956E+0003
"l2804272.2"       ,    0.00005,  7.31384E+0003,  7.19956E+0003
"l2841641.2"       ,    0.00005,  7.31376E+0003,  7.19956E+0003
"m1069393.2"       ,    0.00006,  7.58963E+0003,  7.19956E+0003
"m1069408.2"       ,    0.00006,  7.58477E+0003,  7.19956E+0003
"n1142104.1"       ,    0.00006,  6.72234E+0003,  7.19956E+0003
"n1142104.2"       ,    0.00003,  7.04611E+0003,  7.19956E+0003
"n1142104.3"       ,    0.00001,  7.47197E+0003,  7.19956E+0003
"m1108500.1"       ,    0.00006,  6.71673E+0003,  7.19956E+0003
"m1108500.2"       ,    0.00003,  7.04366E+0003,  7.19956E+0003
"m1108500.3"       ,    0.00001,  7.47200E+0003,  7.19956E+0003
"l3216348.1"       ,    0.00010,  7.02889E+0003,  7.19956E+0003
"l2841627.1"       ,    0.00010,  7.02720E+0003,  7.19956E+0003
"l2916599.1"       ,    0.00010,  7.18737E+0003,  7.19956E+0003
"m1047447.2"       ,    0.00006,  7.53835E+0003,  7.19956E+0003
"l2954349.2"       ,    0.00006,  7.53822E+0003,  7.19956E+0003
"l3235246.2"       ,    0.00006,  7.52972E+0003,  7.19956E+0003
"m1125911.2"       ,    0.00002,  7.19497E+0003,  7.19956E+0003
"l2711224.2"       ,    0.00002,  7.19358E+0003,  7.19956E+0003
"n1147863.3"       ,    0.00001,  7.48818E+0003,  7.19956E+0003
"l3122817.3"       ,    0.00001,  7.48817E+0003,  7.19956E+0003
"m1186061.2"       ,    0.00001,  7.38318E+0003,  7.19956E+0003
"l2861223.2"       ,    0.00001,  7.38309E+0003,  7.19956E+0003
"m1069130.1"       ,    0.00005,  7.11097E+0003,  7.19956E+0003
"l3085396.1"       ,    0.00005,  7.11066E+0003,  7.19956E+0003
"e182730.1"        ,    0.00010,  7.16178E+0003,  7.19956E+0003
"n1142109.1"       ,    0.00010,  7.16170E+0003,  7.19956E+0003
"m1069417.1"       ,    0.00010,  7.19969E+0003,  7.19956E+0003
"m1069417.2"       ,    0.00006,  7.62442E+0003,  7.19956E+0003
"m1069417.3"       ,    0.00001,  7.40484E+0003,  7.19956E+0003
"n1138597.1"       ,    0.00010,  7.19936E+0003,  7.19956E+0003
"n1138597.2"       ,    0.00006,  7.62310E+0003,  7.19956E+0003
"n1138597.3"       ,    0.00001,  7.40432E+0003,  7.19956E+0003
"m1026987.2"       ,    0.00006,  7.54798E+0003,  7.19956E+0003
"m1026990.2"       ,    0.00006,  7.54653E+0003,  7.19956E+0003
"m1142832.1"       ,    0.00004,  7.12785E+0003,  7.19956E+0003
"m1142832.2"       ,    0.00002,  7.22995E+0003,  7.19956E+0003
"m1142832.3"       ,    0.00001,  7.46785E+0003,  7.19956E+0003
"l3160865.1"       ,    0.00004,  7.12739E+0003,  7.19956E+0003
"l3160865.2"       ,    0.00002,  7.22770E+0003,  7.19956E+0003
"l3160865.3"       ,    0.00001,  7.46633E+0003,  7.19956E+0003
"l2673323.3"       ,    0.00001,  7.47763E+0003,  7.19956E+0003
"m1009809.3"       ,    0.00001,  7.47744E+0003,  7.19956E+0003
"l2822869.1"       ,    0.00010,  7.22487E+0003,  7.19956E+0003
"l2822869.2"       ,    0.00006,  7.77708E+0003,  7.19956E+0003
"l2822869.3"       ,    0.00001,  7.46582E+0003,  7.19956E+0003
"m1026808.1"       ,    0.00010,  7.21522E+0003,  7.19956E+0003
"m1026808.2"       ,    0.00006,  7.77632E+0003,  7.19956E+0003
"m1026808.3"       ,    0.00001,  7.45970E+0003,  7.19956E+0003
"m1047825.2"       ,    0.00006,  7.51618E+0003,  7.19956E+0003
"m1069731.2"       ,    0.00006,  7.51464E+0003,  7.19956E+0003
"n1140520.3"       ,    0.00001,  7.45969E+0003,  7.19956E+0003
"l2729410.3"       ,    0.00001,  7.45965E+0003,  7.19956E+0003
"l3178978.1"       ,    0.00010,  7.05197E+0003,  7.19956E+0003
"m1069384.1"       ,    0.00010,  7.19367E+0003,  7.19956E+0003
"l3066805.1"       ,    0.00010,  7.19358E+0003,  7.19956E+0003
"m4362181.2"       ,    0.00006,  7.52062E+0003,  7.19956E+0003
"m1047319.3"       ,    0.00001,  7.36687E+0003,  7.19956E+0003
"m1047318.3"       ,    0.00001,  7.36647E+0003,  7.19956E+0003
"l3216358.1"       ,    0.00010,  7.17470E+0003,  7.19956E+0003
"m1026826.1"       ,    0.00010,  7.17336E+0003,  7.19956E+0003
"m1108276.2"       ,    0.00003,  7.38771E+0003,  7.19956E+0003
"m1089198.1"       ,    0.00007,  7.03337E+0003,  7.19956E+0003
"m1089198.2"       ,    0.00004,  7.41108E+0003,  7.19956E+0003
"m1089198.3"       ,    0.00001,  7.56905E+0003,  7.19956E+0003
"m1089201.1"       ,    0.00007,  7.01485E+0003,  7.19956E+0003
"m1089201.2"       ,    0.00004,  7.40194E+0003,  7.19956E+0003
"m1089201.3"       ,    0.00001,  7.56992E+0003,  7.19956E+0003
"m1047763.1"       ,    0.00010,  7.21637E+0003,  7.19956E+0003
"n1136027.1"       ,    0.00010,  7.21607E+0003,  7.19956E+0003
"l3101827.3"       ,    0.00001,  7.56277E+0003,  7.19956E+0003
"m1108540.3"       ,    0.00001,  7.55979E+0003,  7.19956E+0003
"m1026335.1"       ,    0.00005,  6.97195E+0003,  7.19956E+0003
"l2804259.1"       ,    0.00005,  6.97183E+0003,  7.19956E+0003
"n1136357.3"       ,    0.00001,  7.58523E+0003,  7.19956E+0003
"m1047513.1"       ,    0.00010,  7.26330E+0003,  7.19956E+0003
"m1047513.2"       ,    0.00006,  7.78811E+0003,  7.19956E+0003
"m1047513.3"       ,    0.00001,  7.49289E+0003,  7.19956E+0003
"m1047507.1"       ,    0.00010,  7.24945E+0003,  7.19956E+0003
"m1047507.2"       ,    0.00006,  7.77879E+0003,  7.19956E+0003
"m1047507.3"       ,    0.00001,  7.48114E+0003,  7.19956E+0003
"m1142863.3"       ,    0.00001,  7.47447E+0003,  7.19956E+0003
"n1141480.3"       ,    0.00001,  7.47445E+0003,  7.19956E+0003
"m1125916.2"       ,    0.00002,  7.19630E+0003,  7.19956E+0003
"l2879767.2"       ,    0.00002,  7.19615E+0003,  7.19956E+0003
"l3066809.3"       ,    0.00001,  7.42489E+0003,  7.19956E+0003
"m1069487.3"       ,    0.00001,  7.42346E+0003,  7.19956E+0003
"m1142818.1"       ,    0.00004,  7.12456E+0003,  7.19956E+0003
"m1142818.2"       ,    0.00002,  7.21411E+0003,  7.19956E+0003
"m1142818.3"       ,    0.00001,  7.45708E+0003,  7.19956E+0003
"p829965.1"        ,    0.00004,  7.12346E+0003,  7.19956E+0003
"p829965.2"        ,    0.00002,  7.21371E+0003,  7.19956E+0003
"p829965.3"        ,    0.00001,  7.45714E+0003,  7.19956E+0003
"q14733.1"         ,    0.00009,  7.42610E+0003,  7.19956E+0003
"q14733.2"         ,    0.00005,  7.90023E+0003,  7.19956E+0003
"q14733.3"         ,    0.00001,  7.60319E+0003,  7.19956E+0003
"m1047568.1"       ,    0.00009,  7.42320E+0003,  7.19956E+0003
"m1047568.2"       ,    0.00005,  7.89825E+0003,  7.19956E+0003
"m1047568.3"       ,    0.00001,  7.60154E+0003,  7.19956E+0003
"m1047322.1"       ,    0.00005,  7.06003E+0003,  7.19956E+0003
"l2954338.2"       ,    0.00006,  7.64971E+0003,  7.19956E+0003
"m1047409.1"       ,    0.00010,  7.03075E+0003,  7.19956E+0003
"l2841648.1"       ,    0.00010,  7.03037E+0003,  7.19956E+0003
"m1089177.3"       ,    0.00001,  7.27299E+0003,  7.19956E+0003
"m1026951.2"       ,    0.00006,  7.70436E+0003,  7.19956E+0003
"l2954347.2"       ,    0.00006,  7.70412E+0003,  7.19956E+0003
"m4122657.3"       ,    0.00000,  7.39157E+0003,  7.19956E+0003
"l3027124.3"       ,    0.00000,  7.39115E+0003,  7.19956E+0003
"m1069419.1"       ,    0.00010,  7.20118E+0003,  7.19956E+0003
"m1069419.2"       ,    0.00006,  7.63034E+0003,  7.19956E+0003
"m1069419.3"       ,    0.00001,  7.40696E+0003,  7.19956E+0003
"m1069418.1"       ,    0.00010,  7.20065E+0003,  7.19956E+0003
"m1069418.2"       ,    0.00006,  7.62823E+0003,  7.19956E+0003
"m1069418.3"       ,    0.00001,  7.40620E+0003,  7.19956E+0003
"m1026824.3"       ,    0.00001,  7.47939E+0003,  7.19956E+0003
"p859694.3"        ,    0.00001,  7.47929E+0003,  7.19956E+0003
"m1047453.2"       ,    0.00006,  7.52495E+0003,  7.19956E+0003
"l2691948.2"       ,    0.00006,  7.52487E+0003,  7.19956E+0003
"p860892.3"        ,    0.00001,  7.38902E+0003,  7.19956E+0003
"n1139543.3"       ,    0.00001,  7.38896E+0003,  7.19956E+0003
"m1089205.1"       ,    0.00007,  7.00778E+0003,  7.19956E+0003
"n1134472.1"       ,    0.00007,  7.00774E+0003,  7.19956E+0003
"l2710542.2"       ,    0.00006,  7.67731E+0003,  7.19956E+0003
"m3032980.1"       ,    0.00002,  7.33627E+0003,  7.19956E+0003
"m3032980.2"       ,    0.00001,  7.38670E+0003,  7.19956E+0003
"m3032980.3"       ,    0.00000,  7.51370E+0003,  7.19956E+0003
"m3032977.1"       ,    0.00003,  7.29807E+0003,  7.19956E+0003
"m3032977.2"       ,    0.00001,  7.36026E+0003,  7.19956E+0003
"m3032977.3"       ,    0.00000,  7.50659E+0003,  7.19956E+0003
"m3763618.3"       ,    0.00001,  7.52232E+0003,  7.19956E+0003
"p1121282.3"       ,    0.00001,  7.52231E+0003,  7.19956E+0003
"l2917330.1"       ,    0.00004,  7.11951E+0003,  7.19956E+0003
"l2861222.1"       ,    0.00004,  7.11917E+0003,  7.19956E+0003
